movie_id,title,year,rated,plot,imdb_rating,imdb_id
493,Menace II Society,1993,1,"This urban nightmare chronicles several days after the graduation of young street hustler as he attempts to escape the rigors and temptations of the Watts, California ghetto in search of a better life.",7.5,tt0107554
494,Executive Decision,1996,1,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",6.5,tt0116253
495,In the Realm of the Senses (Ai no corrida),1976,5,"A fictionalized retelling of the story of Sada Abe, whose affair with her master quickly turned obsessive and sadomasochistic.",6.6,tt0074102
496,What Happened Was...,1994,1,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment.",7.2,tt0111689
497,Much Ado About Nothing,1993,3,"Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.",7.3,tt0107616
498,Mr. Jones,1993,1,"After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.",5.8,tt0107611
499,Mr. Wonderful,1993,3,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",5.9,tt0107613
500,Mrs. Doubtfire,1993,3,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",7.1,tt0107614
501,Naked,1993,,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,7.7,tt0107653
502,The Next Karate Kid,1994,2,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,4.6,tt0110657
503,The New Age,1994,1,"Episodic story about a yuppie couple who're going broke, and can't decide if they want to stay together - but openly sleep around and experiment with different lifestyles, or not.",5.7,tt0110649
504,No Escape,1994,1,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,6.1,tt0110678
505,North,1994,2,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.",4.5,tt0110687
507,A Perfect World,1993,3,"A kidnapped boy strikes up a friendship with his captor, an escaped convict on the run from the law, while the search for him continues.",7.5,tt0107808
508,Philadelphia,1993,3,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",7.7,tt0107818
509,The Piano,1993,1,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",7.5,tt0107822
510,Poetic Justice,1993,1,Grieving hairdresser Justice goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and an obnoxious postal worker.,6.1,tt0107840
511,The Program,1993,1,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",6.5,tt0107889
513,Radioland Murders,1994,2,A series of mysterious crimes threatens the existence of a new radio network.,6.1,tt0110939
514,The Ref,1994,1,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",6.9,tt0110955
515,The Remains of the Day,1993,2,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,7.8,tt0107943
516,Renaissance Man,1994,3,A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.,6.2,tt0110971
517,Rising Sun,1993,1,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",6.3,tt0107969
518,The Road to Wellville,1994,1,"A story about the ins and outs of one unusual health facility in the early twentieth century, run by the eccentric Dr. John Harvey Kellogg.",5.9,tt0111001
519,Robocop 3,1993,3,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",4.2,tt0107978
520,Robin Hood: Men in Tights,1993,3,"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",6.7,tt0107977
521,Romeo Is Bleeding,1993,1,A corrupt New York policeman falls under the spell of a seductive and ruthless member of a Moscow crime family.,6.5,tt0107983
522,Romper Stomper,1992,1,A group of skinheads become alarmed at the way their neighbourhood is changing.,6.8,tt0105275
523,Ruby in Paradise,1993,1,A young woman struggles for independence and identity in a small Florida tourist town.,6.9,tt0108000
524,Rudy,1993,2,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,7.5,tt0108002
525,The Saint of Fort Washington,1993,1,A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.,7.0,tt0108026
526,"Savage Nights (Nuits fauves, Les)",1992,,"Jean is 30 years old. He lives with Laura, 17 years old, a violent and eventful love story. He learns that he is HIV positive.",6.8,tt0105032
527,Schindler's List,1993,1,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",9.0,tt0108052
528,The Scout,1994,3,The story of a baseball scout who discovers a talented but troubled baseball player.,5.4,tt0111094
529,Searching for Bobby Fischer,1993,2,A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,7.4,tt0108065
530,Second Best,1994,3,"Graham, a lonely Welsh postal worker, adopts James, a troubled ten-year-old boy. Graham always wanted a son, but James loves his biological father too much to give Graham a chance. Will the two be able to accept each other as family?",6.8,tt0111102
531,The Secret Garden,1993,4,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.",7.3,tt0108071
532,Serial Mom,1994,1,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",6.8,tt0111127
533,The Shadow,1994,3,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",6.1,tt0111143
534,Shadowlands,1993,2,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",7.3,tt0108101
535,Short Cuts,1993,1,The day-to-day lives of several suburban Los Angeles residents.,7.6,tt0108122
536,A Simple Twist of Fate,1994,3,"His life was emotionally closed off from the world, until an orphaned baby showed up at his house.",6.3,tt0111194
537,Sirens,1994,1,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",5.9,tt0111201
538,Six Degrees of Separation,1993,1,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",6.8,tt0108149
539,Sleepless in Seattle,1993,2,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,6.8,tt0108160
540,Sliver,1993,1,A book editor has an affair with a high-tech voyeur in an exclusive Manhattan apartment building.,5.1,tt0108162
541,Blade Runner,1982,1,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,8.1,tt0083658
542,Son in Law,1993,3,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",5.9,tt0108186
543,So I Married an Axe Murderer,1993,3,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,6.5,tt0108174
544,Striking Distance,1993,1,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",5.9,tt0108238
545,Harlem,1993,,,,tt0139340
546,Super Mario Bros.,1993,2,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",4.2,tt0108255
547,Surviving the Game,1994,1,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",6.2,tt0111323
548,Terminal Velocity,1994,3,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,5.5,tt0111400
549,Thirty-Two Short Films About Glenn Gould,1993,,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",7.3,tt0108328
550,Threesome,1994,1,"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",6.3,tt0111418
551,The Nightmare Before Christmas,1993,2,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",7.9,tt0107688
552,The Three Musketeers,1993,2,"France, 1625. Young d'Artagnan heads to Paris to join the Musketeers, but the evil cardinal has disbanded them. d'Artagnan meets Athos, Porthos, and Aramis, three rogue musketeers, and joins them on their quest to save the king an...",6.4,tt0108333
553,Tombstone,1993,1,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",7.8,tt0108358
554,Trial by Jury,1994,1,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",5.4,tt0111488
555,True Romance,1993,1,"In Detroit, a pop-culture enthusiast steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.",7.9,tt0108399
556,The War Room,1993,2,Follows the Bill Clinton 1992 presidential campaign and the organization who ran it.,7.4,tt0108515
557,Mamma Roma,1962,,"An ex-prostitute reunites with her son, but an extortion scheme threatens her aspirations for a decent life.",7.8,tt0056215
558,The Pagemaster,1994,4,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return t...",6.2,tt0110763
559,"Paris, France",1993,5,"Lucy, Michael, and William, owners of a publishing company, face emotional turmoil when Sloan, a former boxer, has an affair with Lucy, leading to confusion and confusion.",5.1,tt0107779
560,"The Beans of Egypt, Maine",1994,1,"Reuben is a drinker and brawler who runs afoul of the law and lands a long prison term. He leaves behind Roberta (Kelly Lynch), his wife and mother of nine. Also part of the extended family is Beal (Patrick McGaw), who becomes Rob...",5.4,tt0109226
561,Killer (Bulletproof Heart),1994,1,"A man gets turned on watching his wife with other men as long as she plays by the rules. When she brings home a a new stranger who likes to play his own games, the husband finds his marriage in jeopardy.",5.6,tt0110261
562,Welcome to the Dollhouse,1995,1,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",7.4,tt0114906
563,Germinal,1993,1,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",7.1,tt0107002
564,Chasers,1994,1,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,5.2,tt0109403
565,Cronos,1992,1,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.",6.7,tt0104029
567,Kika,1993,,"Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?",6.5,tt0107315
568,Bhaji on the Beach,1993,1,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.",6.4,tt0106408
569,Little Big League,1994,2,A young boy is bequeathed the ownership of a professional baseball team.,6.2,tt0110363
570,"Slingshot, The (Kådisbellan)",1993,1,"In 1920s Stockholm, young Roland lives with his socialist father, Jewish mother, and boxer brother. His mother sells condoms illegally, and from them Roland makes slingshots, which he sells. His rebellious ways have won him his sc...",6.5,tt0107349
572,Foreign Student,1994,1,A French football playing exchange student falls in love.,5.9,tt0109828
574,Spanking the Monkey,1994,,"A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him.",6.3,tt0111252
575,The Little Rascals,1994,2,"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",6.3,tt0110366
577,Andre,1994,2,The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.,5.7,tt0109120
579,"Scorta, La",1993,,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.",6.6,tt0108059
580,Princess Caraboo,1994,2,"A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess",6.0,tt0110892
581,The Celluloid Closet,1995,1,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,7.8,tt0112651
584,I Don't Want to Talk About It (De eso no se habla),1993,3,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is dif...",6.9,tt0106678
585,The Brady Bunch Movie,1995,3,"The original 1970s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",6.2,tt0112572
586,Home Alone,1990,2,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",7.7,tt0099785
587,Ghost,1990,3,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",7.1,tt0099653
588,Aladdin,1992,4,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,8.0,tt0103639
589,Terminator 2: Judgment Day,1991,1,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",8.6,tt0103064
590,Dances with Wolves,1990,3,A lieutenant assigned to a remote Civil War outpost starts questioning his purpose after making contact with a neighboring Sioux settlement.,8.0,tt0099348
591,Tough and Deadly,1995,1,"Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big ...",5.8,tt0114706
592,Batman,1989,3,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,tt0096895
593,The Silence of the Lambs,1991,1,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",8.6,tt0102926
594,Snow White and the Seven Dwarfs,1937,,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,tt0029583
595,Beauty and the Beast,1991,4,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,8.0,tt0101414
596,Pinocchio,1940,,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",7.5,tt0032910
597,Pretty Woman,1990,1,"A corporate raider hires a hooker to act as a business escort in Beverly Hills, California.",7.1,tt0100405
599,The Wild Bunch,1969,1,"An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",7.9,tt0065214
600,Love and a .45,1994,1,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.",6.0,tt0110395
601,"Wooden Man's Bride, The (Wu Kui)",1994,,"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man sh...",6.8,tt0111752
602,A Great Day in Harlem,1994,,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",7.4,tt0109934
603,"Bye Bye, Love",1995,3,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",6.2,tt0112606
604,Criminals,1996,,"Des is an eleven year old kid who has had a really bad deal in life. Crime and mischief are the main staples of his life and he and his friends cruise around the city and do things like vandalize, steal, light fires, and mug peopl...",7.8,tt0113666
605,One Fine Day,1996,2,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",6.5,tt0117247
606,Candyman: Farewell to the Flesh,1995,1,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,5.3,tt0112625
607,Century,1993,1,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of...",6.2,tt0106537
608,Fargo,1996,1,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,8.1,tt0116282
609,Homeward Bound II: Lost in San Francisco,1996,4,"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take t...",5.9,tt0116552
610,Heavy Metal,1981,1,A glowing green orb that embodies ultimate evil terrorizes a young girl with an anthology of bizarre and fantastic stories.,6.6,tt0082509
611,Hellraiser: Bloodline,1996,1,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",5.1,tt0116514
612,The Pallbearer,1996,3,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",5.0,tt0117283
613,Jane Eyre,1996,2,"Jane Eyre, an orphan, is raised in a harsh charity school. She becomes a teacher and is hired as a governess at Thornfield Hall by housekeeper Mrs. Fairfax. The plot revolves around her experiences there.",6.8,tt0116684
614,Loaded,1994,1,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intima...",4.5,tt0110374
616,The Aristocats,1970,4,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",7.1,tt0065421
617,"Flower of My Secret, The (La Flor de Mi Secreto)",1995,1,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.",7.0,tt0113083
619,Ed,1996,2,A trained chimpanzee plays third base for a minor-league baseball team.,2.7,tt0116165
620,Scream of Stone (Schrei aus Stein),1991,,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",6.2,tt0102855
621,My Favorite Season,1993,,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up,...",6.9,tt0107471
623,A Modern Affair,1995,1,"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect corporate executive -- bright, successful, attr...",5.7,tt0113839
624,Condition Red,1995,1,Prison guard falls in love with inmate. She wants him to let her escape.,4.8,tt0112712
626,A Thin Line Between Love and Hate,1996,1,"A fast paced, womanizing nightclub promoter gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart.",5.7,tt0117891
627,The Last Supper,1995,1,A group of idealistic but frustrated liberals succumb to the temptation of murdering right-wing pundits for their political beliefs.,6.7,tt0113613
628,Primal Fear,1996,1,A high-profile murder intrigues a publicity hungry lawyer.,7.7,tt0117381
629,Rude,1995,1,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxe...",6.1,tt0114305
630,Carried Away,1996,1,"Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in...",6.3,tt0115837
631,All Dogs Go to Heaven 2,1996,4,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",5.5,tt0115509
632,Land and Freedom (Tierra y libertad),1995,,David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,7.5,tt0114671
633,Denise Calls Up,1995,3,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautif...",6.6,tt0112844
634,Theodore Rex,1995,2,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",2.4,tt0114658
635,A Family Thing,1996,3,"When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chic...",7.1,tt0116275
636,Frisk,1995,,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what i...",4.9,tt0113122
637,Sgt. Bilko,1996,2,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",5.9,tt0117608
639,Girl 6,1996,1,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,5.3,tt0116414
640,Diabolique,1996,1,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,5.4,tt0116095
641,"Little Indian, Big City (Un indien dans la ville)",1994,2,"The Parisian broker Stephan only needs the signature from his wife Patricia for their divorce - but she left 13 years ago for living with Amazonas Indians. Stephan finds her in the village and gets stuck for two days, where he lea...",5.7,tt0111543
642,Roula,1995,,"A prosperous writer of kid's books falls in adore with a female which very special connection to her dad results in a terrible horror significantly changing the life of all persons engaged. Leon, a writer of children's books, and ...",5.9,tt0117517
643,Peanuts - Die Bank zahlt alles,1996,,Peanuts - The bank pays everything.,5.7,tt0117312
644,Happy Weekend,1996,,,5.3,tt0116485
645,Nelly & Monsieur Arnaud,1995,,"When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.",7.2,tt0113947
647,Courage Under Fire,1996,1,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",6.6,tt0115956
648,Mission: Impossible,1996,3,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",7.2,tt0117060
650,Moll Flanders,1996,3,"The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further...",6.4,tt0117071
652,"301, 302",1995,,"Two women, a chef and an anorexic writer, are neighbors in an apartment building. The chef.",6.4,tt0112257
653,Dragonheart,1996,3,"The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.",6.4,tt0116136
654,Und keiner weint mir nach,1996,,"Leo and Marili grow up in a working class neighborhood in post world war one Munich in Germany. They make their first holy communion, fall in love for the first time, graduate from school and start working, bury a loved one for th...",5.5,tt0118026
656,Eddie,1996,3,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin, as coach. Season victory?",5.2,tt0116168
658,Billy's Holiday,1995,1,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at hom...",5.1,tt0112509
659,Purple Noon,1960,3,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",7.7,tt0054189
660,August,1996,2,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his American wife.",5.8,tt0115591
661,James and the Giant Peach,1996,2,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",6.7,tt0116683
662,Fear,1996,1,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",6.2,tt0116287
663,Kids in the Hall: Brain Candy,1996,1,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",6.9,tt0116768
664,Faithful,1996,1,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",5.8,tt0116269
665,Underground,1995,,"Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way.",8.0,tt0114787
668,Pather Panchali,1955,,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",8.2,tt0048473
669,Aparajito,1956,,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",8.2,tt0048956
670,"World of Apu, The (Apur Sansar)",1959,,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,8.4,tt0052572
671,Mystery Science Theater 3000: The Movie,1996,3,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,7.2,tt0117128
672,Tarantella,1995,,"Diana, a young Italian-American photographer, returns to the city in which she grew up in order to settle her mother's estate. She had not gotten along well with her mother in recent years. While packing up the house, she meets a ...",5.1,tt0114616
673,Space Jam,1996,2,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",6.5,tt0117705
674,Barbarella,1968,2,"In the 41st century, an astronaut seeks to stop an evil scientist who threatens to unleash a powerful weapon upon the galaxy, partaking in sexy misadventures along the way.",5.9,tt0062711
676,They Bite,1996,1,Sea creatures come to shore and attack and mate with humans.,4.6,tt0140614
679,The Run of the Country,1995,1,"In a small village on the border of Northern Ireland and The Republic of Ireland, the relationship between a short tempered policeman and his rebellious son becomes even more strenuous when the young man falls for a ""wrong"" girl.",6.2,tt0114307
680,Alphaville,1965,,An agent wrecks the main computer on another planet.,7.0,tt0058898
681,Clean Slate (Coup de Torchon),1981,,"A pathetic police chief, humiliated by everyone around him, suddenly wants a clean slate in life - and resorts to drastic means to do so.",7.3,tt0082206
682,Tigrero: A Film That Was Never Made,1994,,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a ...",6.8,tt0111430
683,"Eye of Vichy, The (Oeil de Vichy, L')",1993,,"This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation). Those newsreels were controlled by the government of Vichy, which collaborate...",7.2,tt0107727
684,Windows,1980,1,A weird woman admires and spies on her shy mousy neighbor with a telescope.,4.8,tt0081759
687,Country Life,1994,3,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920's. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action beg...",6.6,tt0109491
688,Operation Dumbo Drop,1995,2,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.",5.2,tt0114048
691,Mrs. Winterbourne,1996,3,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",6.2,tt0117104
692,Solo,1996,3,A robot soldier named Solo escapes after learning he will be deprogrammed and helps a village who are under attack by rebels.,4.1,tt0117688
694,The Substitute,1996,1,Shale's Mercenary team is retired after a (not so) covert mission in Cuba. He becomes a substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,6.1,tt0117774
695,True Crime,1995,1,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation.",5.4,tt0114736
696,Butterfly Kiss,1995,,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, beca...",6.3,tt0112604
