director_id,director
1293,Ernest B. Schoedsack
1294,John Guillermin
1295,Charles McCracken
1296,Susan Seidelman
1297,John Glen
1298,Jerry Paris
1299,James Signorelli
1300,Jim Drake
1301,Alan Myerson
1302,Peter Bonerz
1303,Peter Berg
1304,Ferzan Özpetek
1305,Troy Miller
1306,Brenda Chapman
1307,Steve Hickner
1308,Glenn Jordan
1309,George Seaton
1310,John D. Hancock
1311,Sylvester Stallone
1312,Jack Fisk
1313,Alan Metter
1314,Biff Mainstream
1315,Chip Miller
1316,Paul Greengrass
1317,Terrence Malick
1318,Maya Angelou
1319,Anthony Drazan
1320,J.S. Cardone
1321,Anand Tucker
1322,Willard Carroll
1323,Brian Robbins
1324,Rod Amateau
1325,Willard Huyck
1326,Tibor Takács
1327,Kurt Neumann
1328,Chris Walas
1329,Mark L. Lester
1330,Jeff Burr
1331,Glen Pitre
1332,Peter Faiman
1333,John Cornell
1334,Jeff Kanew
1335,Anne Fontaine
1336,Álex de la Iglesia
1337,Robert Iscove
1338,Joe Carnahan
1339,Michael Powell
1340,Daphna Kastner
1341,Brian Helgeland
1342,Mark Tarlov
1343,Myles Berkowitz
1344,James Moll
1345,Julia Sweeney
1346,Darren Stein
1347,Samira Makhmalbaf
1348,Risa Bramon Garcia
1349,Michael Davis
1350,Alan J. Kelly
1351,Mary Lambert
1352,Henry Hathaway
1353,Jack Smight
1354,Jerry Jameson
1355,James Goldstone
1356,Michael Crichton
1357,Ted Post
1358,Don Taylor
1359,Corey Allen
1360,Mark Robson
1361,David Lowell Rich
1362,Irwin Allen
1363,Matthew Diamond
1364,Roger Kumble
1365,Adam Bernstein
1366,P.J. Castellaneta
1367,Stuart Burkin
1368,Katt Shea
1369,Chris Roberts
1370,Bob Balaban
1371,Wolf Rilla
1372,Bob Clark
1373,Rob DeFranco
1374,Gaspar Noé
1375,Katja von Garnier
1376,Jerry London
1377,Maurice Joyce
1378,Sam Miller
1379,Tony Goldwyn
1380,Gina Glickman
1381,Gil Junger
1382,Carlos Saura
1383,Erick Zonca
1384,Marion Vernoux
1385,Philip Saville
1386,Hilary Brougher
1387,Christopher Nolan
1388,Dave Meyers
1389,George Haas
1390,Olivier Ducastel
1391,Jacques Martineau
1392,Bradley Battersby
1393,Alejandro Amenábar
1394,Björn Lindgren
1395,James Merendino
1396,Jennifer Baichwal
1397,Rodman Flender
1398,Simon Shore
1399,Tony Bui
1400,Thom Eberhardt
1401,Jim Wynorski
1402,Rob Sitch
1403,Linda Kandel
1404,Paul Quinn
1405,Joan Chen
1406,David Raynr
1407,Hirokazu Koreeda
1408,Daniel Lee
1409,David Moreton
1410,Leslie Woodhead
1411,Bud Greenspan
1412,Peter Ho-Sun Chan
1413,Amos Poe
1414,Wojciech Has
1415,Karl Freund
1416,Terence Fisher
1417,Leslie Goodwins
1418,Reginald Le Borg
1419,Christy Cabanne
1420,Harold Young
1421,Frank Perry
1422,Richard Lester
1423,Sidney J. Furie
1424,Tod Browning
1425,Erle C. Kenton
1426,Rowland V. Lee
1427,Roy William Neill
1428,Robert Siodmak
1429,George Waggner
1430,Philippe Mora
1431,Jack Arnold
1432,Jim Sharman
1433,Mikel Conrad
1434,Malcolm Leo
1435,Andrew Solt
1436,Christian Nyby
1437,Byron Haskin
1438,Robert Gordon
1439,Don Siegel
1440,Roger Corman
1441,Virgil W. Vogel
1442,Josef Rusnak
1443,Theodoros Angelopoulos
1444,Maria Ripoll
1445,William Roth
1446,Robert Meyer Burnett
1447,Yvan Le Moine
1448,Chris Buck
1449,Kevin Lima
1450,Andrew J. Kuehn
1451,Tom Tykwer
1452,Roger Nygard
1453,Pasi Peni
1454,Scott Ziehl
1455,Leos Carax
1456,Olivier Assayas
1457,Paul Weitz
1458,Mark Pellington
1459,Tim Hill
1460,Daniel Myrick
1461,Eduardo Sánchez
1462,Rick Famuyiwa
1463,Michael Patrick Jann
1464,David Kellogg
1465,Jim Fall
1466,Kinka Usher
1467,Michael Polish
1468,François Truffaut
1469,Gene Saks
1470,Peter R. Hunt
1471,Bertrand Blier
1472,Jerrold Freedman
1473,Wayne Isham
1474,Graeme Clifford
1475,Károly Makk
1476,Brad Bird
1477,Paul McGuigan
1478,Tod Williams
1479,John Turturro
1480,Adam Rifkin
1481,Anne Wheeler
1482,Ana Kokkinos
1483,Joseph Henabery
1484,Peter Hall
1485,Buck Henry
1486,William Castle
1487,Gene Wilder
1488,Ian MacNaughton
1489,Mike Hodges
1490,Graham Baker
1491,Ken Finkleman
1492,Anthony Waller
1493,Carl Gottlieb
1494,Kevin Williamson
1495,Mic Rodgers
1496,Jeff Franklin
1497,Satoshi Kon
1498,Philip Frank Messina
1499,Chuck Workman
1500,Crane Wilbur
1501,Grigoriy Kozintsev
1502,Nanette Burstein
1503,Brett Morgen
1504,Patrice Toye
1505,Rand Ravich
1506,Kevin Brodie
1507,Hugh Johnson
1508,Aris Iliopulos
1509,Ziad Doueiri
1510,Mike Barker
1511,Hampton Fancher
1512,Masanori Hata
1513,René Féret
1514,S.F. Brownrigg
1515,Joseph Sargent
1516,George Dunning
1517,Sam Mendes
1518,Kurt Voss
1519,Christian Vincent
1520,George Abbott
1521,Ken Russell
1522,Tom DeSimone
1523,Peter Kassovitz
1524,Bruce McCulloch
1525,Audrey Wells
1526,Gary Halvorson
1527,Kevin Alyn Elders
1528,John Schultz
1529,Mark Illsley
1530,Jake Scott
1531,Catherine Breillat
1532,Bernard McEveety
1533,Dave Fleischer
1534,Willard Bowsky
1535,Orestes Calpini
1536,Don Coscarelli
1537,Richard Franklin
1538,Anthony Perkins
1539,Kimberly Peirce
1540,Tessa Blake
1541,José Luis Garci
1542,Marcel Carné
1543,Joseph Kuo
1544,John Byrum
1545,Terry Sanders
1546,Preston Sturges
1547,Eliseo Subiela
1548,Charles Vidor
1549,Régis Wargnier
1550,Robert Aldrich
1551,James Bridges
1552,Guy Hamilton
1553,Terence Young
1554,Jamaa Fanaka
1555,William Beaudine
1556,Tom McNamara
1557,Jennifer Wynne Farmer
1558,Valerie Red-Horse
1559,David Evans
1560,Frank Whaley
1561,Harmony Korine
1562,Robert Marcarelli
1563,Mervyn LeRoy
1564,Bob Fosse
1565,Louis Morneau
1566,Malcolm D. Lee
1567,Antonio Banderas
1568,Damon Santostefano
1569,Michael Cristofer
1570,George Pavlou
1571,Scott Benson
1572,Spike Jonze
1573,Adam Abraham
1574,Donal Lardner Ward
1575,Radu Mihaileanu
1576,Gary Sinyor
1577,Chris Smith
1578,Don McKellar
1579,Buster Keaton
1580,Brian Yuzna
1581,Oz Scott
1582,Michael Schultz
1583,Michael Gornick
1584,Sam Taylor
1585,Arnold Laven
1586,Rick Roessler
1587,Bruce Malmuth
1588,Bob Logan
1589,Boris Sagal
1590,Ken Wiederhorn
1591,Maria Maggenti
1592,Peter Duffell
1593,Craig Bolotin
1594,Kunihiko Yuyama
1595,Richard Shepard
1596,William Nigh
1597,Robert Allen
1598,Andrew Marton
1599,Gerd Oswald
1600,Kinji Fukasaku
1601,Toshio Masuda
1602,Paul Newman
1603,Darko Mitrevski
1604,Aleksandar Popovski
1605,Jean Rollin
1606,Gus Meins
1607,Charley Rogers
1608,Hiroshi Inagaki
1609,Martin Ritt
1610,Tom Moore
1611,Ash Brannon
1612,Lee Unkrich
1613,Gavin O'Connor
1614,Mario Bava
1615,Ida Lupino
1616,Scott Elliott
1617,Victor Mignatti
1618,Marshall Neilan
1619,Jean Renoir
1620,George W. George
1621,Andrew V. McLaglen
1622,Steven Kampmann
1623,William Porter
1624,Robert F. Hill
1625,Jack Nicholson
1626,Frank Tashlin
1627,Mike Mitchell
1628,John Asher
1629,Tim Roth
1630,Roland West
1631,Peter Bogdanovich
1632,Nathan Juran
1633,Gaëtan Brizzi
1634,Paul Brizzi
1635,Martha Fiennes
1636,Matthew Warchus
1637,James B. Harris
1638,Robert Ellis Miller
1639,John English
1640,William Witney
1641,Mario Camerini
1642,Julie Taymor
1643,Jennifer Leitzes
1644,Julian Goldberger
1645,Aviva Kempner
1646,Jack Sholder
1647,Marion Hänsel
1648,Santosh Sivan
1649,Parris Patton
1650,John S. Robertson
1651,George Sidney
1652,Bob Rafelson
1653,Henry King
1654,Roy Ward Baker
1655,Gene Quintano
1656,Ivan Passer
1657,Kevin Altieri
1658,Boyd Kirkland
1659,Frank Paur
1660,Jack Conway
1661,Curtis Harrington
1662,Francesco Rosi
1663,Hiroshi Teshigahara
1664,Kris Isacsson
1665,Herbert Blaché
1666,Winchell Smith
1667,Desmond Davis
1668,Art Linson
1669,George Englund
1670,Mikael Kristersson
1671,Khyentse Norbu
1672,Mikhail Kalatozov
1673,Fran Rubel Kuzui
1674,Rémy Belvaux
1675,André Bonzel
1676,Benoît Poelvoorde
1677,Gary Sinise
1678,Troy Duffy
1679,Eric Blakeney
1680,Ventura Pons
1681,Monika Treut
1682,Jonathan Morgan
1683,Susan Muska
1684,Gréta Olafsdóttir
1685,Richard Spence
1686,Anthony Harvey
1687,Chris Koch
1688,Jun Falkenstein
1689,Madhur Jaffrey
1690,Tina Valinsky
1691,Rob Hardy
1692,Lynn Hershman Leeson
1693,James Clavell
1694,Ben Younger
1695,Jasmin Dizdar
1696,Edgar G. Ulmer
1697,Michael Miller
1698,Felix E. Feist
1699,H. Bruce Humberstone
1700,Eric Mendelsohn
1701,Søren Kragh-Jacobsen
1702,DJ Pooh
1703,Pontus Löwenhielm
1704,Patrick von Krusenstjerna
1705,George Bowers
1706,Al Reinert
1707,Herschell Gordon Lewis
1708,George Marshall
1709,Jason Freeland
1710,Henri Verneuil
1711,Sidney Poitier
1712,Irving Pichel
1713,Stanley Kramer
1714,Kristine Peterson
1715,J. Elder Wills
1716,Paul Flaherty
1717,Jim Goddard
1718,James Frawley
1719,Dick Zondag
1720,Bill Norton
1721,Jean Negulesco
1722,Raoul Walsh
1723,James Wong
1724,Christina Andreef
1725,Julian Henriques
1726,Arthur Lubin
1727,Otto Lang
1728,Harold Prince
1729,Michael Winner
1730,Stuart Gillard
1731,Newt Arnold
1732,Sidney Franklin
1733,Gustav Machatý
1734,Andrzej Bartkowiak
1735,Mark Piznarski
1736,Mark Hanlon
1737,Majid Majidi
1738,Javier Elorrieta
1739,Jean Yarbrough
1740,Peter Brook
1741,Rafal Zielinski
1742,Alain Tanner
1743,Luis Valdez
1744,David Seltzer
1745,Carlos Avila
1746,Bibo Bergeron
1747,Don Paul
1748,Jeffrey Katzenberg
1749,Armando Crispino
1750,David MacDonald
1751,Eugenio Martín
1752,David Beaird
1753,George Fitzmaurice
1754,Sergio Martino
1755,Abbe Wool
1756,Bruce Joel Rubin
1757,Yuri Zeltser
1758,Bonnie Hunt
1759,Richard Quine
1760,James Young
1761,William Asher
1762,Francis Megahy
1763,Steve Gordon
1764,Neal Israel
1765,Alain Resnais
1766,Jon Jost
1767,René Clair
1768,Kon Ichikawa
1769,Edward Norton
1770,Marek Kanievska
1771,Damien O'Donnell
1772,Julien Temple
1773,Chris Browne
1774,Milton Moses Ginsberg
1775,Bobcat Goldthwait
1776,Morton DaCosta
1777,Davis Guggenheim
1778,Sofia Coppola
1779,Bharat Nalluri
1780,Matt Williams
1781,Deborah Warner
1782,Adam Simon
1783,Darren Patrick Moloney
1784,Jonathan Winfrey
1785,John Keitel
1786,Justin Kerrigan
1787,Mark Benjamin
1788,Danny Hoch
1789,Jim McBride
1790,Francis D. Lyon
1791,Dario Argento
1792,Martin Davidson
1793,Stephen Verona
1794,Stan Dragoti
1795,Roger Christian
1796,Scott Alexander
1797,Larry Karaszewski
1798,Peter M. Cohen
1799,Joseph Barbera
1800,William Hanna
1801,Bruce Kessler
1802,Barbara Sonneborn
1803,John Rich
1804,Eric Leighton
1805,Ralph Zondag
1806,Todd Phillips
1807,Floyd Mutrux
1808,Bart Freundlich
1809,Andrzej Zulawski
1810,Tom Dey
1811,Jon Reiss
1812,Herk Harvey
1813,David Miller
1814,Lewis Gilbert
1815,Agnès Varda
1816,William C. McGann
1817,Edward Ludwig
1818,Val Guest
1819,Vicente Aranda
1820,Lucio Fulci
1821,Douglas Sirk
1822,Albert Lewin
1823,David Schmoeller
1824,David Allen
1825,Joe Camp
1826,Ron Fricke
1827,James Komack
1828,Noel Black
1829,Richard W. Haines
1830,Lloyd Kaufman
1831,Michael Herz
1832,Craig Laurence Rice
1833,George Ogilvie
1834,Mick Garris
1835,Craig R. Baxley
1836,Gordon Parks
1837,Doug Wolens
1838,Alison Maclean
1839,Mick Davis
1840,Val Lik
1841,Peter Lord
1842,Jack Kinney
1843,William Morgan
1844,Aaron Norris
1845,George Jackson
1846,Robert Cormack
1847,Leslie Fenton
1848,King Vidor
1849,Richard Talmadge
1850,Keenen Ivory Wayans
1851,Jamie Babbit
1852,Yang Zhang
1853,Greg Harrison
1854,Otto Brower
1855,Jeremy Podeswa
1856,Gerald Seth Sindell
1857,Sam Wanamaker
1858,Luis Puenzo
1859,Berit Nesheim
1860,Toshiro Uratani
1861,David McNally
1862,Max Mayer
1863,John Forte
1864,Robert Lee King
1865,Nigel Cole
1866,Joseph Green
1867,Brian G. Hutton
1868,Stan Winston
1869,Robert Hiltzik
1870,Lionel Coleman
1871,Jenniphr Goodman
1872,Max Färberböck
1873,Frédéric Fonteyne
1874,Steven Maler
1875,Fenton Bailey
1876,Randy Barbato
1877,Myles Connell
1878,Gerard Stembridge
1879,Tarsem Singh
1880,Takao Okawara
1881,Adam Collis
1882,James D. Stern
1883,Elliot Silverstein
1884,Chantal Akerman
1885,Leslie Norman
1886,Joseph Losey
1887,Aiyana Elliott
1888,Peyton Reed
1889,Michael Dinner
1890,Valerie Breiman
1891,Robert Greenwald
1892,Richard Schenkman
1893,Doug Aarniokoski
1894,Robert Adetuyi
1895,Benito Zambrano
1896,Joe Charbanic
1897,Christopher McQuarrie
1898,Rob Walker
1899,Bruce Paltrow
1900,Jon Shear
1901,Craig Mazin
1902,John Ottman
1903,Fina Torres
1904,Sally Field
1905,Jason Priestley
1906,Greg Berlanti
1907,Karyn Kusama
1908,Edward Bernds
1909,Don Weis
1910,Walter Lantz
1911,Edward F. Cline
1912,Ray Kellogg
1913,Dein Perry
1914,Bob Buchholz
1915,Mamoru Hosoda
1916,Jeff Nimoy
1917,Raymond De Felitta
1918,Rod Lurie
